Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Malaysia,Cosmetics,Online,C,4/3/2013,888375794,5/11/2013,8994,437.2,263.33,3932176.8,2368390.02,1563786.78
Philippines,Cereal,Offline,M,1/13/2017,700736176,2/8/2017,2261,205.7,117.11,465087.7,264785.71,200301.99
China,Household,Online,L,1/12/2013,913438785,1/29/2013,5690,668.27,502.54,3802456.3,2859452.6,943003.7
Thailand,Baby Food,Online,M,8/14/2010,208173167,9/30/2010,1921,255.28,159.42,490392.88,306245.82,184147.06
Indonesia,Baby Food,Online,M,1/21/2012,126675641,2/3/2012,4992,255.28,159.42,1274357.76,795824.64,478533.12
Kyrgyzstan,Personal Care,Online,H,5/5/2011,409279620,6/10/2011,3790,81.73,56.67,309756.7,214779.3,94977.4
Turkmenistan,Meat,Online,L,4/4/2012,292222869,4/25/2012,4096,421.89,364.69,1728061.44,1493770.24,234291.2
North Korea,Vegetables,Online,C,10/15/2011,943108737,11/16/2011,5688,154.06,90.93,876293.28,517209.84,359083.44
Thailand,Fruits,Online,L,7/24/2014,459460103,7/27/2014,3310,9.33,6.92,30882.3,22905.2,7977.1
Laos,Clothes,Offline,H,3/28/2015,239985024,5/3/2015,5757,109.28,35.84,629124.96,206330.88,422794.08
Japan,Beverages,Offline,C,4/28/2014,757942759,6/10/2014,961,47.45,31.79,45599.45,30550.19,15049.26
Bhutan,Office Supplies,Online,H,1/19/2010,691744554,3/4/2010,1440,651.21,524.96,937742.4,755942.4,181800
Maldives,Office Supplies,Online,H,11/20/2013,957078540,11/22/2013,9663,651.21,524.96,6292642.23,5072688.48,1219953.75
Cambodia,Beverages,Online,M,11/1/2011,943779504,11/4/2011,4183,47.45,31.79,198483.35,132977.57,65505.78
Tajikistan,Meat,Offline,L,4/22/2017,744708955,6/6/2017,4784,421.89,364.69,2018321.76,1744676.96,273644.8
Kazakhstan,Cereal,Offline,L,11/26/2013,743837344,12/18/2013,6855,205.7,117.11,1410073.5,802789.05,607284.45
Nepal,Vegetables,Online,L,1/23/2014,682090318,1/31/2014,4537,154.06,90.93,698970.22,412549.41,286420.81
India,Baby Food,Offline,H,6/7/2011,105281484,6/14/2011,3985,255.28,159.42,1017290.8,635288.7,382002.1
Sri Lanka,Vegetables,Offline,M,6/13/2017,954334962,6/29/2017,7778,154.06,90.93,1198278.68,707253.54,491025.14
Kazakhstan,Household,Online,C,3/3/2012,937061536,4/8/2012,6187,668.27,502.54,4134586.49,3109214.98,1025371.51
Malaysia,Vegetables,Offline,M,1/8/2012,657495963,1/21/2012,6521,154.06,90.93,1004625.26,592954.53,411670.73
Kyrgyzstan,Cereal,Offline,C,11/18/2013,864035928,11/26/2013,6287,205.7,117.11,1293235.9,736270.57,556965.33
Turkmenistan,Household,Online,H,4/1/2015,405485904,4/6/2015,1145,668.27,502.54,765169.15,575408.3,189760.85
Maldives,Household,Offline,C,3/16/2014,848028934,4/5/2014,9461,668.27,502.54,6322502.47,4754530.94,1567971.53
Laos,Fruits,Online,L,4/3/2014,919111335,5/17/2014,4324,9.33,6.92,40342.92,29922.08,10420.84
Tajikistan,Household,Offline,C,12/30/2012,419336831,1/8/2013,9942,668.27,502.54,6643940.34,4996252.68,1647687.66
Maldives,Cosmetics,Offline,H,3/16/2011,552773940,5/2/2011,6948,437.2,263.33,3037665.6,1829616.84,1208048.76
Sri Lanka,Clothes,Online,H,8/3/2011,550820004,9/22/2011,8735,109.28,35.84,954560.8,313062.4,641498.4
Indonesia,Cereal,Online,C,2/18/2015,640606629,2/26/2015,8592,205.7,117.11,1767374.4,1006209.12,761165.28
Philippines,Beverages,Online,L,3/22/2010,202884709,5/8/2010,6949,47.45,31.79,329730.05,220908.71,108821.34
Sri Lanka,Office Supplies,Offline,L,12/16/2010,506794869,12/17/2010,719,651.21,524.96,468219.99,377446.24,90773.75
Tajikistan,Beverages,Online,M,8/19/2010,346477735,9/12/2010,9316,47.45,31.79,442044.2,296155.64,145888.56
Indonesia,Cereal,Offline,C,12/11/2015,698020064,12/27/2015,8503,205.7,117.11,1749067.1,995786.33,753280.77
North Korea,Baby Food,Offline,M,2/21/2013,603813159,3/7/2013,587,255.28,159.42,149849.36,93579.54,56269.82
Indonesia,Clothes,Offline,L,1/10/2014,152605521,1/22/2014,8220,109.28,35.84,898281.6,294604.8,603676.8
Nepal,Cereal,Online,H,2/21/2016,221598374,3/31/2016,4738,205.7,117.11,974606.6,554867.18,419739.42
Sri Lanka,Personal Care,Offline,L,5/21/2012,251491916,6/17/2012,901,81.73,56.67,73638.73,51059.67,22579.06
Vietnam,Household,Offline,M,3/12/2011,376921880,4/12/2011,8415,668.27,502.54,5623492.05,4228874.1,1394617.95
Bhutan,Fruits,Online,H,5/28/2015,965241467,7/2/2015,5255,9.33,6.92,49029.15,36364.6,12664.55
Nepal,Cereal,Online,L,7/11/2012,920622813,8/26/2012,1604,205.7,117.11,329942.8,187844.44,142098.36
Bhutan,Meat,Offline,H,3/3/2013,901006639,4/11/2013,6742,421.89,364.69,2844382.38,2458739.98,385642.4
Bhutan,Household,Online,H,1/14/2010,466065204,2/28/2010,7906,668.27,502.54,5283342.62,3973081.24,1310261.38
Bangladesh,Office Supplies,Offline,M,9/1/2010,751158273,10/9/2010,3280,651.21,524.96,2135968.8,1721868.8,414100
China,Vegetables,Offline,M,1/12/2010,221376073,1/13/2010,8954,154.06,90.93,1379453.24,814187.22,565266.02
Laos,Baby Food,Offline,C,4/29/2010,433998858,6/7/2010,8761,255.28,159.42,2236508.08,1396678.62,839829.46
Nepal,Beverages,Offline,L,2/28/2014,298431861,3/5/2014,1474,47.45,31.79,69941.3,46858.46,23082.84
Mongolia,Snacks,Online,C,2/27/2010,276206433,3/25/2010,4476,152.58,97.44,682948.08,436141.44,246806.64
Turkmenistan,Cosmetics,Offline,L,2/27/2015,333260667,3/8/2015,8092,437.2,263.33,3537822.4,2130866.36,1406956.04
Bangladesh,Fruits,Offline,H,11/17/2011,264933860,11/19/2011,8671,9.33,6.92,80900.43,60003.32,20897.11
Kyrgyzstan,Beverages,Online,L,4/11/2013,130301558,4/25/2013,7982,47.45,31.79,378745.9,253747.78,124998.12
Vietnam,Cereal,Offline,L,9/24/2015,389956986,10/1/2015,5793,205.7,117.11,1191620.1,678418.23,513201.87
Singapore,Fruits,Offline,C,10/27/2016,735560262,11/23/2016,7482,9.33,6.92,69807.06,51775.44,18031.62
Vietnam,Cosmetics,Online,M,6/22/2014,170844542,7/22/2014,5552,437.2,263.33,2427334.4,1462008.16,965326.24
Taiwan,Cereal,Online,C,5/2/2017,518125808,6/15/2017,3795,205.7,117.11,780631.5,444432.45,336199.05
Bhutan,Clothes,Online,H,8/29/2015,800498044,9/22/2015,4015,109.28,35.84,438759.2,143897.6,294861.6
Turkmenistan,Vegetables,Online,M,2/7/2010,446664035,3/27/2010,6669,154.06,90.93,1027426.14,606412.17,421013.97
Malaysia,Household,Online,C,11/27/2014,801297128,12/16/2014,482,668.27,502.54,322106.14,242224.28,79881.86
Brunei,Fruits,Offline,H,2/27/2014,377620112,3/29/2014,5038,9.33,6.92,47004.54,34862.96,12141.58
Thailand,Personal Care,Online,H,1/9/2013,654305207,2/8/2013,2306,81.73,56.67,188469.38,130681.02,57788.36
Sri Lanka,Personal Care,Online,L,9/5/2014,415107953,9/16/2014,8523,81.73,56.67,696584.79,482998.41,213586.38
Philippines,Fruits,Online,M,11/4/2016,330606353,12/10/2016,2621,9.33,6.92,24453.93,18137.32,6316.61
Turkmenistan,Meat,Online,L,6/23/2013,753307044,8/7/2013,9149,421.89,364.69,3859871.61,3336548.81,523322.8
Nepal,Fruits,Offline,L,9/25/2010,511273515,10/8/2010,6049,9.33,6.92,56437.17,41859.08,14578.09
Tajikistan,Baby Food,Offline,M,6/13/2017,253762137,7/8/2017,2710,255.28,159.42,691808.8,432028.2,259780.6
India,Meat,Online,H,5/26/2014,361374080,6/15/2014,7476,421.89,364.69,3154049.64,2726422.44,427627.2
Singapore,Baby Food,Online,L,3/17/2010,964580142,4/4/2010,9554,255.28,159.42,2438945.12,1523098.68,915846.44
Kyrgyzstan,Baby Food,Online,H,3/29/2015,965235459,5/13/2015,3477,255.28,159.42,887608.56,554303.34,333305.22
Vietnam,Cosmetics,Online,M,7/7/2010,962387168,7/8/2010,604,437.2,263.33,264068.8,159051.32,105017.48
Bangladesh,Fruits,Online,H,1/17/2010,841816508,2/5/2010,1067,9.33,6.92,9955.11,7383.64,2571.47
North Korea,Personal Care,Online,C,1/2/2014,669611823,2/12/2014,1874,81.73,56.67,153162.02,106199.58,46962.44
Maldives,Snacks,Online,M,7/1/2010,246385419,7/16/2010,9776,152.58,97.44,1491622.08,952573.44,539048.64
Turkmenistan,Cosmetics,Offline,M,12/24/2014,804054868,1/6/2015,6558,437.2,263.33,2867157.6,1726918.14,1140239.46
Indonesia,Personal Care,Online,L,8/20/2012,471748483,9/2/2012,9714,81.73,56.67,793925.22,550492.38,243432.84
Sri Lanka,Household,Offline,H,10/14/2013,463840043,12/1/2013,9431,668.27,502.54,6302454.37,4739454.74,1562999.63
Malaysia,Fruits,Online,L,6/11/2016,915884959,6/25/2016,9567,9.33,6.92,89260.11,66203.64,23056.47
Kyrgyzstan,Snacks,Online,L,8/25/2015,250469243,9/2/2015,8270,152.58,97.44,1261836.6,805828.8,456007.8
Maldives,Clothes,Online,H,8/8/2012,721434676,8/15/2012,7407,109.28,35.84,809436.96,265466.88,543970.08
China,Meat,Online,M,9/16/2012,490997302,10/14/2012,5868,421.89,364.69,2475650.52,2140000.92,335649.6
Bangladesh,Vegetables,Offline,H,2/15/2012,512386739,3/16/2012,5477,154.06,90.93,843786.62,498023.61,345763.01
Singapore,Meat,Offline,C,1/21/2014,703146731,2/17/2014,5598,421.89,364.69,2361740.22,2041534.62,320205.6
Sri Lanka,Fruits,Online,H,5/13/2014,808912885,7/1/2014,4153,9.33,6.92,38747.49,28738.76,10008.73
Kyrgyzstan,Household,Online,M,1/11/2010,816036403,2/9/2010,2161,668.27,502.54,1444131.47,1085988.94,358142.53
Kazakhstan,Fruits,Offline,M,2/12/2015,895488584,3/9/2015,3826,9.33,6.92,35696.58,26475.92,9220.66
Maldives,Beverages,Online,M,8/11/2016,263098800,9/2/2016,5636,47.45,31.79,267428.2,179168.44,88259.76
Japan,Household,Offline,C,4/24/2017,827518403,5/11/2017,9940,668.27,502.54,6642603.8,4995247.6,1647356.2
Thailand,Baby Food,Offline,L,11/28/2015,488673436,12/11/2015,8184,255.28,159.42,2089211.52,1304693.28,784518.24
Laos,Vegetables,Offline,L,11/18/2016,458718097,12/29/2016,3733,154.06,90.93,575105.98,339441.69,235664.29
Thailand,Vegetables,Online,C,3/25/2010,823797214,4/8/2010,8757,154.06,90.93,1349103.42,796274.01,552829.41
Cambodia,Baby Food,Offline,L,8/17/2016,332566297,9/9/2016,2612,255.28,159.42,666791.36,416405.04,250386.32
Singapore,Personal Care,Offline,C,8/8/2013,997331416,8/13/2013,1384,81.73,56.67,113114.32,78431.28,34683.04
Philippines,Snacks,Offline,L,11/27/2010,167920291,1/9/2011,200,152.58,97.44,30516,19488,11028
Cambodia,Household,Online,L,8/27/2015,381059348,10/6/2015,2784,668.27,502.54,1860463.68,1399071.36,461392.32
China,Meat,Offline,C,9/23/2015,818172299,10/7/2015,4220,421.89,364.69,1780375.8,1538991.8,241384
South Korea,Cosmetics,Online,H,11/17/2012,808622777,12/24/2012,8304,437.2,263.33,3630508.8,2186692.32,1443816.48
North Korea,Snacks,Online,C,2/16/2012,956975114,3/19/2012,9057,152.58,97.44,1381917.06,882514.08,499402.98
Philippines,Vegetables,Offline,C,7/10/2013,294472920,7/30/2013,9936,154.06,90.93,1530740.16,903480.48,627259.68
South Korea,Baby Food,Online,L,10/24/2016,572106015,11/25/2016,7738,255.28,159.42,1975356.64,1233591.96,741764.68
Japan,Clothes,Online,M,5/20/2010,134525716,5/29/2010,8004,109.28,35.84,874677.12,286863.36,587813.76
Maldives,Vegetables,Online,H,9/28/2012,623674380,10/30/2012,7963,154.06,90.93,1226779.78,724075.59,502704.19
North Korea,Meat,Online,H,4/29/2010,959822118,6/6/2010,1549,421.89,364.69,653507.61,564904.81,88602.8
Mongolia,Meat,Online,M,12/14/2010,126950299,1/12/2011,6270,421.89,364.69,2645250.3,2286606.3,358644
Sri Lanka,Snacks,Online,L,12/20/2011,434767043,1/30/2012,6084,152.58,97.44,928296.72,592824.96,335471.76
China,Cosmetics,Offline,H,12/17/2011,576652467,1/5/2012,3134,437.2,263.33,1370184.8,825276.22,544908.58
South Korea,Clothes,Online,L,12/1/2011,488606917,12/27/2011,8500,109.28,35.84,928880,304640,624240
Myanmar,Cosmetics,Online,C,12/25/2016,846044099,1/24/2017,2105,437.2,263.33,920306,554309.65,365996.35
India,Snacks,Online,M,10/4/2013,420112311,11/12/2013,9424,152.58,97.44,1437913.92,918274.56,519639.36
Malaysia,Meat,Offline,H,10/20/2014,193959605,10/22/2014,5812,421.89,364.69,2452024.68,2119578.28,332446.4
Indonesia,Personal Care,Online,L,2/6/2014,589718472,3/15/2014,9656,81.73,56.67,789184.88,547205.52,241979.36
Singapore,Baby Food,Offline,H,10/27/2015,942271459,11/13/2015,7919,255.28,159.42,2021562.32,1262446.98,759115.34
Philippines,Fruits,Offline,C,4/6/2014,311581122,5/22/2014,2633,9.33,6.92,24565.89,18220.36,6345.53
Japan,Fruits,Offline,L,1/29/2010,469254672,3/12/2010,1740,9.33,6.92,16234.2,12040.8,4193.4
Indonesia,Clothes,Online,C,7/8/2015,480866277,8/17/2015,7872,109.28,35.84,860252.16,282132.48,578119.68
Thailand,Office Supplies,Online,H,6/4/2013,395422685,7/16/2013,3214,651.21,524.96,2092988.94,1687221.44,405767.5
Kazakhstan,Clothes,Offline,L,4/30/2017,530995690,5/15/2017,2280,109.28,35.84,249158.4,81715.2,167443.2
India,Office Supplies,Online,M,11/1/2011,417956244,11/5/2011,1396,651.21,524.96,909089.16,732844.16,176245
Malaysia,Clothes,Online,M,11/13/2015,483437335,12/26/2015,8705,109.28,35.84,951282.4,311987.2,639295.2
Kazakhstan,Cosmetics,Online,H,8/2/2015,367478358,9/19/2015,3867,437.2,263.33,1690652.4,1018297.11,672355.29
China,Vegetables,Online,C,5/7/2016,989638411,6/22/2016,4853,154.06,90.93,747653.18,441283.29,306369.89
Maldives,Meat,Online,L,9/17/2011,354349267,9/24/2011,8677,421.89,364.69,3660739.53,3164415.13,496324.4
Maldives,Clothes,Online,H,9/19/2013,487806546,11/2/2013,1652,109.28,35.84,180530.56,59207.68,121322.88
Philippines,Personal Care,Online,C,2/24/2015,984478271,3/14/2015,7852,81.73,56.67,641743.96,444972.84,196771.12
Vietnam,Cosmetics,Online,M,1/22/2015,191095864,2/4/2015,8368,437.2,263.33,3658489.6,2203545.44,1454944.16
Malaysia,Personal Care,Online,M,8/13/2015,386056411,9/22/2015,1526,81.73,56.67,124719.98,86478.42,38241.56
India,Cereal,Offline,H,11/10/2011,497184836,12/6/2011,6896,205.7,117.11,1418507.2,807590.56,610916.64
India,Clothes,Online,H,6/14/2017,355581367,7/25/2017,3283,109.28,35.84,358766.24,117662.72,241103.52
Uzbekistan,Clothes,Online,L,5/17/2013,411715066,6/26/2013,4492,109.28,35.84,490885.76,160993.28,329892.48
Indonesia,Household,Online,L,9/19/2010,870021331,10/9/2010,7500,668.27,502.54,5012025,3769050,1242975
Thailand,Snacks,Online,C,11/24/2011,724951159,1/12/2012,8013,152.58,97.44,1222623.54,780786.72,441836.82
Kazakhstan,Meat,Offline,H,6/7/2014,533645284,7/13/2014,6353,421.89,364.69,2680267.17,2316875.57,363391.6
Bangladesh,Fruits,Offline,C,5/21/2017,360538089,7/4/2017,87,9.33,6.92,811.71,602.04,209.67
Bangladesh,Fruits,Online,M,1/21/2012,694139659,3/10/2012,205,9.33,6.92,1912.65,1418.6,494.05
Malaysia,Cereal,Offline,L,6/22/2016,229796922,7/8/2016,871,205.7,117.11,179164.7,102002.81,77161.89
Tajikistan,Cosmetics,Offline,C,11/4/2015,495676791,12/14/2015,632,437.2,263.33,276310.4,166424.56,109885.84
Sri Lanka,Vegetables,Online,M,3/27/2012,936198079,4/29/2012,671,154.06,90.93,103374.26,61014.03,42360.23
Bhutan,Meat,Offline,L,5/25/2014,906207120,6/8/2014,5680,421.89,364.69,2396335.2,2071439.2,324896
Laos,Baby Food,Offline,C,3/6/2013,998142516,4/6/2013,1406,255.28,159.42,358923.68,224144.52,134779.16
Taiwan,Baby Food,Offline,H,11/22/2010,360105073,11/26/2010,1948,255.28,159.42,497285.44,310550.16,186735.28
North Korea,Personal Care,Online,C,4/11/2015,282768619,5/26/2015,6373,81.73,56.67,520865.29,361157.91,159707.38
Mongolia,Fruits,Offline,M,12/20/2015,124456489,12/26/2015,8296,9.33,6.92,77401.68,57408.32,19993.36
Myanmar,Clothes,Offline,M,3/3/2015,554846751,3/13/2015,338,109.28,35.84,36936.64,12113.92,24822.72
Kyrgyzstan,Clothes,Offline,C,12/27/2015,923267686,1/10/2016,4280,109.28,35.84,467718.4,153395.2,314323.2
South Korea,Beverages,Online,M,1/31/2016,471244227,3/5/2016,494,47.45,31.79,23440.3,15704.26,7736.04
Thailand,Fruits,Online,M,5/27/2012,526526486,6/5/2012,9743,9.33,6.92,90902.19,67421.56,23480.63
South Korea,Household,Online,H,7/28/2012,921293580,8/14/2012,98,668.27,502.54,65490.46,49248.92,16241.54
Turkmenistan,Baby Food,Online,H,1/18/2013,317716300,2/2/2013,8168,255.28,159.42,2085127.04,1302142.56,782984.48
Brunei,Cosmetics,Online,L,7/6/2013,170612800,8/12/2013,6974,437.2,263.33,3049032.8,1836463.42,1212569.38
Laos,Meat,Offline,M,10/22/2016,921605145,11/6/2016,2298,421.89,364.69,969503.22,838057.62,131445.6
Thailand,Vegetables,Online,H,7/27/2010,509220874,9/14/2010,8627,154.06,90.93,1329075.62,784453.11,544622.51
Tajikistan,Fruits,Online,M,5/24/2010,674203336,6/22/2010,604,9.33,6.92,5635.32,4179.68,1455.64
Cambodia,Baby Food,Offline,L,3/20/2010,741577851,4/6/2010,8221,255.28,159.42,2098656.88,1310591.82,788065.06
North Korea,Beverages,Offline,H,5/22/2010,599698436,6/20/2010,2949,47.45,31.79,139930.05,93748.71,46181.34
Bhutan,Cosmetics,Online,M,2/3/2016,252335202,3/5/2016,449,437.2,263.33,196302.8,118235.17,78067.63
Sri Lanka,Personal Care,Offline,C,1/31/2014,850740325,2/26/2014,1822,81.73,56.67,148912.06,103252.74,45659.32
North Korea,Meat,Online,L,12/25/2013,459321057,2/1/2014,2163,421.89,364.69,912548.07,788824.47,123723.6
Malaysia,Fruits,Offline,C,5/6/2013,916913640,5/29/2013,3977,9.33,6.92,37105.41,27520.84,9584.57
Maldives,Fruits,Offline,L,2/21/2014,923397290,3/16/2014,2633,9.33,6.92,24565.89,18220.36,6345.53
Laos,Personal Care,Offline,L,2/10/2017,543188798,3/6/2017,491,81.73,56.67,40129.43,27824.97,12304.46
Cambodia,Snacks,Online,H,3/20/2012,324534261,4/27/2012,5754,152.58,97.44,877945.32,560669.76,317275.56
Mongolia,Office Supplies,Offline,C,8/27/2013,475800120,9/23/2013,8684,651.21,524.96,5655107.64,4558752.64,1096355
Maldives,Cosmetics,Offline,H,11/7/2014,508156573,12/22/2014,3677,437.2,263.33,1607584.4,968264.41,639319.99
China,Snacks,Online,C,5/24/2017,894075810,7/3/2017,5756,152.58,97.44,878250.48,560864.64,317385.84
Thailand,Cereal,Offline,C,1/7/2015,474708354,2/22/2015,5606,205.7,117.11,1153154.2,656518.66,496635.54
Singapore,Vegetables,Offline,L,2/2/2010,547380769,3/14/2010,988,154.06,90.93,152211.28,89838.84,62372.44
Cambodia,Snacks,Online,C,10/21/2010,258636891,12/4/2010,5258,152.58,97.44,802265.64,512339.52,289926.12
Japan,Meat,Online,L,8/20/2015,613310325,9/2/2015,1009,421.89,364.69,425687.01,367972.21,57714.8
Laos,Office Supplies,Offline,H,12/9/2014,424642026,1/21/2015,9867,651.21,524.96,6425489.07,5179780.32,1245708.75
Bangladesh,Household,Offline,M,4/14/2010,998273408,5/12/2010,140,668.27,502.54,93557.8,70355.6,23202.2
Nepal,Snacks,Online,H,7/24/2015,598154771,9/10/2015,6144,152.58,97.44,937451.52,598671.36,338780.16
Japan,Beverages,Online,C,8/5/2016,711268031,8/28/2016,8871,47.45,31.79,420928.95,282009.09,138919.86
Thailand,Clothes,Online,C,10/31/2013,314910924,12/15/2013,7995,109.28,35.84,873693.6,286540.8,587152.8
Taiwan,Baby Food,Online,H,7/19/2017,198546397,8/26/2017,3146,255.28,159.42,803110.88,501535.32,301575.56
India,Vegetables,Offline,H,5/1/2010,323521029,5/26/2010,5917,154.06,90.93,911573.02,538032.81,373540.21
Kyrgyzstan,Office Supplies,Online,L,3/13/2017,809173381,3/18/2017,1240,651.21,524.96,807500.4,650950.4,156550
Nepal,Cereal,Online,L,2/27/2013,770888602,3/6/2013,1923,205.7,117.11,395561.1,225202.53,170358.57
Myanmar,Fruits,Offline,C,1/11/2011,873496186,2/5/2011,5787,9.33,6.92,53992.71,40046.04,13946.67
India,Beverages,Online,M,3/28/2010,841862857,4/4/2010,4782,47.45,31.79,226905.9,152019.78,74886.12
China,Fruits,Online,H,11/7/2014,217261350,11/24/2014,1316,9.33,6.92,12278.28,9106.72,3171.56
Myanmar,Cereal,Offline,H,3/8/2013,365934693,3/24/2013,7062,205.7,117.11,1452653.4,827030.82,625622.58
Bhutan,Beverages,Offline,H,5/31/2010,631146371,7/13/2010,9091,47.45,31.79,431367.95,289002.89,142365.06
Uzbekistan,Meat,Offline,M,12/17/2012,860735738,12/31/2012,9687,421.89,364.69,4086848.43,3532752.03,554096.4
Vietnam,Baby Food,Online,L,4/3/2015,783283841,4/7/2015,9950,255.28,159.42,2540036,1586229,953807
Laos,Personal Care,Online,C,9/9/2010,286025893,9/25/2010,273,81.73,56.67,22312.29,15470.91,6841.38
Taiwan,Household,Online,C,7/21/2016,936748683,7/21/2016,3607,668.27,502.54,2410449.89,1812661.78,597788.11
Brunei,Personal Care,Online,C,5/28/2010,671212565,6/1/2010,5569,81.73,56.67,455154.37,315595.23,139559.14
Laos,Personal Care,Offline,H,2/7/2017,999072492,3/1/2017,6607,81.73,56.67,539990.11,374418.69,165571.42
Japan,Clothes,Online,C,6/19/2015,453471267,7/15/2015,1080,109.28,35.84,118022.4,38707.2,79315.2
Nepal,Personal Care,Online,M,1/24/2010,137662827,2/21/2010,6345,81.73,56.67,518576.85,359571.15,159005.7
Brunei,Household,Online,M,5/9/2011,587178313,6/4/2011,7966,668.27,502.54,5323438.82,4003233.64,1320205.18
Bangladesh,Cosmetics,Online,H,7/9/2014,930219972,8/27/2014,1616,437.2,263.33,706515.2,425541.28,280973.92
Malaysia,Baby Food,Offline,H,8/3/2013,811246192,8/22/2013,4631,255.28,159.42,1182201.68,738274.02,443927.66
Japan,Baby Food,Offline,H,5/19/2013,691905057,7/4/2013,8937,255.28,159.42,2281437.36,1424736.54,856700.82
Singapore,Cosmetics,Online,H,5/14/2015,249081361,6/9/2015,7565,437.2,263.33,3307418,1992091.45,1315326.55
Taiwan,Clothes,Offline,L,3/6/2011,452961003,3/12/2011,82,109.28,35.84,8960.96,2938.88,6022.08
China,Baby Food,Online,H,8/29/2011,364501750,9/30/2011,3023,255.28,159.42,771711.44,481926.66,289784.78
Bangladesh,Clothes,Offline,H,3/24/2013,690954911,3/29/2013,7768,109.28,35.84,848887.04,278405.12,570481.92
Mongolia,Meat,Offline,C,11/1/2013,532875812,12/18/2013,8649,421.89,364.69,3648926.61,3154203.81,494722.8
Singapore,Household,Offline,M,2/12/2016,888676631,3/26/2016,8018,668.27,502.54,5358188.86,4029365.72,1328823.14
Bangladesh,Fruits,Online,H,12/24/2011,431776273,1/9/2012,1049,9.33,6.92,9787.17,7259.08,2528.09
South Korea,Beverages,Online,H,11/2/2011,729435813,11/2/2011,5122,47.45,31.79,243038.9,162828.38,80210.52
India,Snacks,Offline,L,9/16/2013,590097844,9/26/2013,1920,152.58,97.44,292953.6,187084.8,105868.8
Cambodia,Vegetables,Online,L,12/25/2015,169246375,2/4/2016,2618,154.06,90.93,403329.08,238054.74,165274.34
Philippines,Personal Care,Offline,C,5/22/2013,789040935,6/29/2013,3602,81.73,56.67,294391.46,204125.34,90266.12
Japan,Cosmetics,Offline,L,11/28/2015,349424731,1/2/2016,1398,437.2,263.33,611205.6,368135.34,243070.26
Myanmar,Snacks,Offline,H,5/2/2012,506805598,6/16/2012,3894,152.58,97.44,594146.52,379431.36,214715.16
Thailand,Vegetables,Online,M,6/17/2011,238430631,6/28/2011,5777,154.06,90.93,890004.62,525302.61,364702.01
Sri Lanka,Office Supplies,Offline,M,6/21/2013,485514867,6/30/2013,3493,651.21,524.96,2274676.53,1833685.28,440991.25
Singapore,Office Supplies,Offline,H,2/6/2010,904122292,2/26/2010,8733,651.21,524.96,5687016.93,4584475.68,1102541.25
Bangladesh,Beverages,Offline,C,10/15/2013,104107749,11/27/2013,6651,47.45,31.79,315589.95,211435.29,104154.66
Cambodia,Beverages,Online,H,1/14/2011,652540528,3/4/2011,98,47.45,31.79,4650.1,3115.42,1534.68
Malaysia,Fruits,Online,L,4/13/2015,506873404,5/2/2015,3959,9.33,6.92,36937.47,27396.28,9541.19
China,Household,Offline,H,1/20/2011,902897489,2/3/2011,6286,668.27,502.54,4200745.22,3158966.44,1041778.78
Sri Lanka,Cosmetics,Offline,C,6/6/2010,407553994,6/22/2010,3138,437.2,263.33,1371933.6,826329.54,545604.06
Mongolia,Baby Food,Online,C,2/26/2012,865547406,3/8/2012,3567,255.28,159.42,910583.76,568651.14,341932.62
Kazakhstan,Vegetables,Offline,M,3/17/2016,276820123,4/2/2016,6081,154.06,90.93,936838.86,552945.33,383893.53
Bhutan,Cosmetics,Offline,C,9/19/2016,558484685,10/31/2016,6884,437.2,263.33,3009684.8,1812763.72,1196921.08
South Korea,Personal Care,Offline,M,3/3/2011,486887300,4/18/2011,9626,81.73,56.67,786732.98,545505.42,241227.56
Bangladesh,Cosmetics,Online,H,10/8/2012,500957095,10/29/2012,3192,437.2,263.33,1395542.4,840549.36,554993.04
Kyrgyzstan,Meat,Online,M,9/26/2016,881299912,10/29/2016,5083,421.89,364.69,2144466.87,1853719.27,290747.6
Malaysia,Vegetables,Online,H,12/30/2012,699998891,1/15/2013,4082,154.06,90.93,628872.92,371176.26,257696.66
Bhutan,Beverages,Online,H,11/24/2012,177517449,1/9/2013,213,47.45,31.79,10106.85,6771.27,3335.58
Tajikistan,Personal Care,Online,H,10/17/2013,710575807,11/1/2013,4027,81.73,56.67,329126.71,228210.09,100916.62
India,Office Supplies,Offline,L,1/31/2012,887467277,3/4/2012,143,651.21,524.96,93123.03,75069.28,18053.75
Singapore,Fruits,Online,L,8/7/2010,305268704,9/16/2010,4648,9.33,6.92,43365.84,32164.16,11201.68
Cambodia,Snacks,Online,M,1/28/2017,803698241,2/11/2017,1024,152.58,97.44,156241.92,99778.56,56463.36
North Korea,Fruits,Offline,L,7/19/2015,696824872,8/3/2015,4819,9.33,6.92,44961.27,33347.48,11613.79
Malaysia,Cosmetics,Online,H,9/9/2010,857583177,9/9/2010,6774,437.2,263.33,2961592.8,1783797.42,1177795.38
Indonesia,Beverages,Offline,C,8/29/2016,814270436,9/8/2016,9572,47.45,31.79,454191.4,304293.88,149897.52
Brunei,Household,Online,L,8/8/2016,581780421,8/24/2016,610,668.27,502.54,407644.7,306549.4,101095.3
