Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Montenegro,Beverages,Offline,C,1/31/2010,485509717,2/10/2010,1969,47.45,31.79,93429.05,62594.51,30834.54
Cyprus,Baby Food,Offline,C,4/27/2015,198465287,6/12/2015,9144,255.28,159.42,2334280.32,1457736.48,876543.84
Kosovo,Cereal,Online,L,10/21/2015,498509204,12/2/2015,8806,205.7,117.11,1811394.2,1031270.66,780123.54
Latvia,Household,Offline,M,10/9/2013,107452571,11/21/2013,6458,668.27,502.54,4315687.66,3245403.32,1070284.34
Macedonia,Fruits,Offline,M,4/21/2017,131864964,6/10/2017,628,9.33,6.92,5859.24,4345.76,1513.48
Hungary,Snacks,Online,H,4/22/2011,328830516,5/7/2011,7112,152.58,97.44,1085148.96,692993.28,392155.68
Switzerland,Meat,Online,C,1/3/2016,884540021,1/29/2016,3903,421.89,364.69,1646636.67,1423385.07,223251.6
Kosovo,Baby Food,Offline,C,12/5/2014,710223472,12/28/2014,9763,255.28,159.42,2492298.64,1556417.46,935881.18
Albania,Beverages,Online,C,12/15/2014,714475095,1/29/2015,7913,47.45,31.79,375471.85,251554.27,123917.58
Finland,Vegetables,Online,L,2/11/2016,666500461,2/28/2016,1152,154.06,90.93,177477.12,104751.36,72725.76
United Kingdom,Snacks,Online,L,4/11/2016,598023450,4/16/2016,7283,152.58,97.44,1111240.14,709655.52,401584.62
Andorra,Clothes,Online,L,1/1/2015,719239127,1/16/2015,7696,109.28,35.84,841018.88,275824.64,565194.24
Albania,Office Supplies,Offline,C,1/21/2011,245894038,1/28/2011,4365,651.21,524.96,2842531.65,2291450.4,551081.25
Sweden,Baby Food,Online,L,4/17/2014,760185086,5/6/2014,4515,255.28,159.42,1152589.2,719781.3,432807.9
Portugal,Baby Food,Offline,C,1/5/2010,490938508,1/18/2010,8469,255.28,159.42,2161966.32,1350127.98,811838.34
United Kingdom,Fruits,Offline,H,12/23/2015,342185342,12/31/2015,9102,9.33,6.92,84921.66,62985.84,21935.82
Russia,Baby Food,Offline,C,11/24/2010,525960004,1/12/2011,2108,255.28,159.42,538130.24,336057.36,202072.88
Germany,Cosmetics,Offline,H,4/5/2017,914576470,5/16/2017,2356,437.2,263.33,1030043.2,620405.48,409637.72
Greece,Cereal,Offline,C,1/6/2015,668349683,1/12/2015,8378,205.7,117.11,1723354.6,981147.58,742207.02
United Kingdom,Beverages,Offline,H,3/20/2012,544781816,4/3/2012,1900,47.45,31.79,90155,60401,29754
Finland,Vegetables,Online,M,5/30/2011,406251513,7/2/2011,7705,154.06,90.93,1187032.3,700615.65,486416.65
Bulgaria,Snacks,Online,H,5/20/2010,926448571,7/5/2010,5575,152.58,97.44,850633.5,543228,307405.5
Macedonia,Baby Food,Offline,M,3/30/2012,792148005,4/4/2012,3053,255.28,159.42,779369.84,486709.26,292660.58
Switzerland,Personal Care,Online,L,1/24/2010,678166568,2/15/2010,3413,81.73,56.67,278944.49,193414.71,85529.78
Luxembourg,Personal Care,Offline,H,10/1/2014,283064305,10/1/2014,3873,81.73,56.67,316540.29,219482.91,97057.38
Iceland,Baby Food,Offline,C,7/15/2016,863069903,8/10/2016,419,255.28,159.42,106962.32,66796.98,40165.34
Denmark,Cosmetics,Online,H,4/16/2017,908004844,5/2/2017,7666,437.2,263.33,3351575.2,2018687.78,1332887.42
Montenegro,Snacks,Offline,M,1/22/2015,700310027,2/9/2015,6154,152.58,97.44,938977.32,599645.76,339331.56
Ukraine,Household,Online,C,4/30/2017,462394654,6/7/2017,1708,668.27,502.54,1141405.16,858338.32,283066.84
Ukraine,Fruits,Offline,M,5/6/2011,406996953,5/18/2011,8298,9.33,6.92,77420.34,57422.16,19998.18
San Marino,Cereal,Offline,H,5/21/2012,569465434,6/11/2012,6332,205.7,117.11,1302492.4,741540.52,560951.88
Serbia,Household,Online,L,9/11/2013,424832999,10/22/2013,6380,668.27,502.54,4263562.6,3206205.2,1057357.4
Andorra,Office Supplies,Offline,L,11/12/2011,918552148,11/22/2011,8848,651.21,524.96,5761906.08,4644846.08,1117060
Malta,Beverages,Offline,L,8/27/2012,692626464,9/10/2012,2417,47.45,31.79,114686.65,76836.43,37850.22
Denmark,Clothes,Online,H,2/19/2010,812104499,3/15/2010,8623,109.28,35.84,942321.44,309048.32,633273.12
Bosnia and Herzegovina,Vegetables,Online,M,8/25/2012,898783624,9/14/2012,8902,154.06,90.93,1371442.12,809458.86,561983.26
Estonia,Snacks,Online,M,11/1/2012,479391276,11/25/2012,1387,152.58,97.44,211628.46,135149.28,76479.18
Finland,Vegetables,Offline,C,11/4/2012,682439649,12/5/2012,7912,154.06,90.93,1218922.72,719438.16,499484.56
Greece,Household,Online,C,1/22/2015,145243823,1/25/2015,9730,668.27,502.54,6502267.1,4889714.2,1612552.9
Spain,Household,Offline,C,3/12/2011,408093440,4/27/2011,2773,668.27,502.54,1853112.71,1393543.42,459569.29
Austria,Meat,Online,M,7/21/2013,788928925,7/24/2013,456,421.89,364.69,192381.84,166298.64,26083.2
Russia,Cereal,Online,M,9/1/2012,265513646,10/1/2012,243,205.7,117.11,49985.1,28457.73,21527.37
Liechtenstein,Cosmetics,Offline,L,8/21/2010,703573310,9/20/2010,1832,437.2,263.33,800950.4,482420.56,318529.84
Georgia,Beverages,Offline,C,11/20/2015,978837478,12/16/2015,8616,47.45,31.79,408829.2,273902.64,134926.56
San Marino,Clothes,Online,H,12/29/2015,785829579,1/7/2016,3290,109.28,35.84,359531.2,117913.6,241617.6
Estonia,Meat,Online,C,7/22/2012,937036216,8/29/2012,8694,421.89,364.69,3667911.66,3170614.86,497296.8
Malta,Vegetables,Online,H,4/23/2014,827605950,6/8/2014,5847,154.06,90.93,900788.82,531667.71,369121.11
Bulgaria,Household,Online,H,6/23/2011,791962611,6/23/2011,8191,668.27,502.54,5473799.57,4116305.14,1357494.43
Russia,Fruits,Offline,C,7/1/2010,784842526,8/6/2010,1199,9.33,6.92,11186.67,8297.08,2889.59
Estonia,Baby Food,Online,C,12/15/2016,347258794,2/2/2017,449,255.28,159.42,114620.72,71579.58,43041.14
Switzerland,Cereal,Offline,L,9/9/2015,465719735,10/13/2015,5674,205.7,117.11,1167141.8,664482.14,502659.66
Portugal,Office Supplies,Offline,M,3/11/2017,797129619,3/20/2017,7223,651.21,524.96,4703689.83,3791786.08,911903.75
Serbia,Office Supplies,Online,H,12/9/2011,626203382,12/12/2011,6351,651.21,524.96,4135834.71,3334020.96,801813.75
Croatia,Household,Offline,L,6/14/2017,974801290,6/23/2017,4219,668.27,502.54,2819431.13,2120216.26,699214.87
Ukraine,Meat,Online,C,3/8/2015,776196801,3/18/2015,2737,421.89,364.69,1154712.93,998156.53,156556.4
Montenegro,Personal Care,Online,C,7/10/2016,377784907,8/18/2016,3804,81.73,56.67,310900.92,215572.68,95328.24
Spain,Cereal,Online,M,5/14/2011,658928477,5/15/2011,434,205.7,117.11,89273.8,50825.74,38448.06
Finland,Baby Food,Offline,M,2/6/2015,429095351,2/12/2015,7705,255.28,159.42,1966932.4,1228331.1,738601.3
Bosnia and Herzegovina,Household,Online,H,2/1/2016,714240777,2/29/2016,8573,668.27,502.54,5729078.71,4308275.42,1420803.29
Romania,Personal Care,Offline,H,12/22/2014,523746860,1/23/2015,7189,81.73,56.67,587556.97,407400.63,180156.34
Latvia,Beverages,Offline,H,5/13/2012,704108464,5/15/2012,196,47.45,31.79,9300.2,6230.84,3069.36
Spain,Household,Online,C,3/11/2010,967924964,3/29/2010,9361,668.27,502.54,6255675.47,4704276.94,1551398.53
Kosovo,Snacks,Online,M,2/24/2011,527779614,3/29/2011,571,152.58,97.44,87123.18,55638.24,31484.94
Montenegro,Fruits,Online,M,8/12/2011,615486133,8/13/2011,4879,9.33,6.92,45521.07,33762.68,11758.39
Croatia,Vegetables,Offline,M,10/14/2014,646104085,11/11/2014,5411,154.06,90.93,833618.66,492022.23,341596.43
Denmark,Fruits,Online,H,10/13/2015,809948432,11/21/2015,595,9.33,6.92,5551.35,4117.4,1433.95
United Kingdom,Vegetables,Offline,H,1/2/2014,688385570,2/6/2014,7442,154.06,90.93,1146514.52,676701.06,469813.46
San Marino,Cereal,Online,C,8/28/2010,128435170,10/13/2010,5676,205.7,117.11,1167553.2,664716.36,502836.84
Liechtenstein,Baby Food,Offline,L,11/13/2015,797317588,12/21/2015,2847,255.28,159.42,726782.16,453868.74,272913.42
Liechtenstein,Baby Food,Online,M,11/25/2012,522215211,12/26/2012,3941,255.28,159.42,1006058.48,628274.22,377784.26
Moldova ,Cosmetics,Offline,M,11/6/2011,175708138,11/15/2011,4798,437.2,263.33,2097685.6,1263457.34,834228.26
Sweden,Snacks,Online,C,11/23/2014,856043803,12/19/2014,1239,152.58,97.44,189046.62,120728.16,68318.46
Moldova ,Baby Food,Offline,C,2/9/2014,672291886,2/18/2014,4964,255.28,159.42,1267209.92,791360.88,475849.04
Ireland,Fruits,Offline,M,9/29/2015,112326037,10/23/2015,8625,9.33,6.92,80471.25,59685,20786.25
Belgium,Personal Care,Offline,L,6/8/2010,822781407,7/5/2010,8157,81.73,56.67,666671.61,462257.19,204414.42
Italy,Snacks,Offline,C,12/17/2010,751838052,1/6/2011,4442,152.58,97.44,677760.36,432828.48,244931.88
Bulgaria,Personal Care,Offline,M,1/10/2013,188542401,2/14/2013,2741,81.73,56.67,224021.93,155332.47,68689.46
Iceland,Household,Online,C,10/23/2011,852035081,11/28/2011,4969,668.27,502.54,3320633.63,2497121.26,823512.37
Iceland,Fruits,Offline,H,6/3/2012,360947930,6/16/2012,1368,9.33,6.92,12763.44,9466.56,3296.88
Malta,Snacks,Online,M,10/27/2015,597219645,11/3/2015,9419,152.58,97.44,1437151.02,917787.36,519363.66
Spain,Meat,Online,M,7/1/2017,204369580,7/14/2017,6355,421.89,364.69,2681110.95,2317604.95,363506
Switzerland,Beverages,Offline,L,4/29/2013,571231400,6/8/2013,8920,47.45,31.79,423254,283566.8,139687.2
Iceland,Personal Care,Offline,L,11/27/2013,598212707,12/18/2013,3288,81.73,56.67,268728.24,186330.96,82397.28
Denmark,Personal Care,Online,H,10/29/2013,747573554,11/24/2013,2482,81.73,56.67,202853.86,140654.94,62198.92
Iceland,Meat,Offline,H,11/6/2016,972457253,12/23/2016,566,421.89,364.69,238789.74,206414.54,32375.2
Germany,Cosmetics,Online,H,11/8/2015,170737254,12/26/2015,3803,437.2,263.33,1662671.6,1001443.99,661227.61
Lithuania,Cereal,Online,H,5/2/2010,797234332,5/19/2010,8210,205.7,117.11,1688797,961473.1,727323.9
Vatican City,Clothes,Online,C,1/29/2012,488848960,2/14/2012,125,109.28,35.84,13660,4480,9180
Slovenia,Cosmetics,Online,M,1/17/2011,874362647,3/7/2011,2192,437.2,263.33,958342.4,577219.36,381123.04
Lithuania,Office Supplies,Offline,L,1/20/2016,616946542,2/1/2016,7046,651.21,524.96,4588425.66,3698868.16,889557.5
Georgia,Cereal,Online,L,8/30/2012,427983415,9/25/2012,8658,205.7,117.11,1780950.6,1013938.38,767012.22
San Marino,Household,Online,H,8/16/2012,329114615,9/22/2012,1183,668.27,502.54,790563.41,594504.82,196058.59
Greece,Clothes,Offline,M,9/22/2010,902767455,9/30/2010,7806,109.28,35.84,853039.68,279767.04,573272.64
Bosnia and Herzegovina,Beverages,Online,H,10/10/2016,441829621,11/6/2016,6058,47.45,31.79,287452.1,192583.82,94868.28
Moldova ,Personal Care,Offline,M,9/16/2014,415030276,10/20/2014,5536,81.73,56.67,452457.28,313725.12,138732.16
Switzerland,Personal Care,Online,L,8/27/2016,413605487,9/15/2016,3910,81.73,56.67,319564.3,221579.7,97984.6
Slovenia,Snacks,Offline,M,1/15/2016,946333396,2/12/2016,9936,152.58,97.44,1516034.88,968163.84,547871.04
Spain,Baby Food,Online,M,10/21/2016,738905084,11/17/2016,7289,255.28,159.42,1860735.92,1162012.38,698723.54
Netherlands,Meat,Offline,C,1/20/2017,148583066,1/28/2017,7886,421.89,364.69,3327024.54,2875945.34,451079.2
Belarus,Fruits,Offline,M,5/2/2010,809632146,6/9/2010,6999,9.33,6.92,65300.67,48433.08,16867.59
Switzerland,Snacks,Online,M,5/27/2010,582027184,6/5/2010,3633,152.58,97.44,554323.14,353999.52,200323.62
Serbia,Beverages,Online,M,8/6/2012,337260806,9/11/2012,1822,47.45,31.79,86453.9,57921.38,28532.52
Italy,Cosmetics,Offline,H,5/6/2012,516448676,6/16/2012,7495,437.2,263.33,3276814,1973658.35,1303155.65
Armenia,Clothes,Online,L,9/25/2016,197572219,11/1/2016,4865,109.28,35.84,531647.2,174361.6,357285.6
Norway,Beverages,Online,H,2/27/2013,889434945,4/12/2013,2420,47.45,31.79,114829,76931.8,37897.2
Liechtenstein,Fruits,Offline,M,7/20/2016,302848279,8/26/2016,8391,9.33,6.92,78288.03,58065.72,20222.31
Belarus,Snacks,Offline,H,2/26/2017,982662093,4/17/2017,405,152.58,97.44,61794.9,39463.2,22331.7
Estonia,Office Supplies,Online,C,9/10/2011,914924943,10/2/2011,5477,651.21,524.96,3566677.17,2875205.92,691471.25
Croatia,Cereal,Online,L,6/18/2017,562604987,7/9/2017,6173,205.7,117.11,1269786.1,722920.03,546866.07
Switzerland,Beverages,Online,M,9/20/2010,869785296,10/10/2010,7653,47.45,31.79,363134.85,243288.87,119845.98
Ireland,Cosmetics,Offline,C,10/1/2010,896667897,11/4/2010,2812,437.2,263.33,1229406.4,740483.96,488922.44
San Marino,Meat,Offline,C,5/21/2011,645114457,6/20/2011,2559,421.89,364.69,1079616.51,933241.71,146374.8
Liechtenstein,Personal Care,Offline,H,5/30/2016,487983357,7/3/2016,3974,81.73,56.67,324795.02,225206.58,99588.44
Russia,Cereal,Offline,M,5/18/2015,749046838,5/26/2015,8460,205.7,117.11,1740222,990750.6,749471.4
Poland,Beverages,Offline,C,9/18/2011,784375178,10/27/2011,2901,47.45,31.79,137652.45,92222.79,45429.66
Sweden,Meat,Online,M,8/2/2015,627320039,9/8/2015,6795,421.89,364.69,2866742.55,2478068.55,388674
Ireland,Beverages,Online,L,7/10/2012,505159366,8/13/2012,6737,47.45,31.79,319670.65,214169.23,105501.42
Czech Republic,Baby Food,Online,H,8/26/2016,307811009,9/25/2016,6973,255.28,159.42,1780067.44,1111635.66,668431.78
Switzerland,Snacks,Offline,L,5/4/2011,116573798,6/7/2011,5632,152.58,97.44,859330.56,548782.08,310548.48
Denmark,Beverages,Online,H,12/14/2016,719388902,1/7/2017,2017,47.45,31.79,95706.65,64120.43,31586.22
Luxembourg,Snacks,Online,M,8/11/2013,809593951,8/29/2013,5696,152.58,97.44,869095.68,555018.24,314077.44
Denmark,Cereal,Offline,L,6/21/2012,999494349,7/13/2012,1444,205.7,117.11,297030.8,169106.84,127923.96
Latvia,Personal Care,Online,M,11/1/2016,352016818,11/30/2016,8454,81.73,56.67,690945.42,479088.18,211857.24
Ireland,Beverages,Offline,H,3/12/2011,333116471,4/27/2011,5421,47.45,31.79,257226.45,172333.59,84892.86
Norway,Vegetables,Online,H,4/11/2014,921552360,5/22/2014,6677,154.06,90.93,1028658.62,607139.61,421519.01
United Kingdom,Fruits,Online,L,6/2/2010,416566646,7/11/2010,182,9.33,6.92,1698.06,1259.44,438.62
Netherlands,Snacks,Offline,M,11/19/2014,493162381,12/12/2014,6563,152.58,97.44,1001382.54,639498.72,361883.82
Montenegro,Office Supplies,Online,C,3/13/2010,240155827,4/18/2010,6301,651.21,524.96,4103274.21,3307772.96,795501.25
Vatican City,Cosmetics,Online,L,6/25/2012,408337199,7/14/2012,4906,437.2,263.33,2144903.2,1291896.98,853006.22
Ireland,Meat,Offline,C,2/14/2010,808955371,3/11/2010,6726,421.89,364.69,2837632.14,2452904.94,384727.2
Slovakia,Meat,Online,M,4/2/2013,747316491,5/7/2013,6412,421.89,364.69,2705158.68,2338392.28,366766.4
Austria,Office Supplies,Online,H,7/11/2015,442728698,8/7/2015,2115,651.21,524.96,1377309.15,1110290.4,267018.75
Romania,Clothes,Online,H,5/20/2015,840042817,6/17/2015,6192,109.28,35.84,676661.76,221921.28,454740.48
Finland,Cosmetics,Online,M,12/1/2012,504307925,12/12/2012,4777,437.2,263.33,2088504.4,1257927.41,830576.99
Latvia,Personal Care,Offline,L,10/21/2016,510234963,10/23/2016,8719,81.73,56.67,712603.87,494105.73,218498.14
Austria,Cereal,Online,L,2/15/2011,350943076,3/6/2011,710,205.7,117.11,146047,83148.1,62898.9
Belarus,Meat,Offline,L,9/30/2014,754967010,10/18/2014,370,421.89,364.69,156099.3,134935.3,21164
Kosovo,Beverages,Offline,H,3/30/2014,217317998,4/1/2014,8080,47.45,31.79,383396,256863.2,126532.8
Bosnia and Herzegovina,Household,Online,H,6/13/2010,304200541,7/7/2010,8555,668.27,502.54,5717049.85,4299229.7,1417820.15
Slovenia,Personal Care,Offline,H,3/3/2011,482558000,4/19/2011,8490,81.73,56.67,693887.7,481128.3,212759.4
Netherlands,Snacks,Online,M,3/15/2015,868295276,3/18/2015,6722,152.58,97.44,1025642.76,654991.68,370651.08
Norway,Vegetables,Offline,M,12/21/2011,904387080,1/24/2012,7089,154.06,90.93,1092131.34,644602.77,447528.57
Vatican City,Household,Online,M,4/4/2017,752578771,5/20/2017,3637,668.27,502.54,2430497.99,1827737.98,602760.01
Belgium,Beverages,Offline,L,5/24/2012,976152265,6/2/2012,4002,47.45,31.79,189894.9,127223.58,62671.32
Spain,Office Supplies,Offline,M,12/1/2016,493551194,12/2/2016,1621,651.21,524.96,1055611.41,850960.16,204651.25
Norway,Cosmetics,Offline,C,6/8/2017,888842713,7/18/2017,7166,437.2,263.33,3132975.2,1887022.78,1245952.42
Poland,Fruits,Online,M,7/27/2015,832374703,8/15/2015,7027,9.33,6.92,65561.91,48626.84,16935.07
Georgia,Beverages,Offline,H,4/26/2012,607876384,5/8/2012,2985,47.45,31.79,141638.25,94893.15,46745.1
Monaco,Office Supplies,Online,L,5/4/2017,438819539,6/18/2017,5308,651.21,524.96,3456622.68,2786487.68,670135
Bulgaria,Cosmetics,Online,M,10/25/2014,860016047,11/24/2014,6715,437.2,263.33,2935798,1768260.95,1167537.05
Slovakia,Cosmetics,Online,H,8/27/2015,884015595,10/13/2015,8714,437.2,263.33,3809760.8,2294657.62,1515103.18
Hungary,Personal Care,Online,L,10/15/2013,334706485,10/30/2013,5942,81.73,56.67,485639.66,336733.14,148906.52
France,Meat,Online,M,10/28/2012,912643992,11/27/2012,493,421.89,364.69,207991.77,179792.17,28199.6
Malta,Household,Online,C,10/20/2013,610213124,12/8/2013,4479,668.27,502.54,2993181.33,2250876.66,742304.67
Hungary,Beverages,Offline,H,5/10/2014,410412585,5/16/2014,9059,47.45,31.79,429849.55,287985.61,141863.94
Montenegro,Household,Offline,M,12/29/2013,323457515,1/5/2014,7121,668.27,502.54,4758750.67,3578587.34,1180163.33
Andorra,Meat,Offline,M,4/18/2016,411624515,5/29/2016,7696,421.89,364.69,3246865.44,2806654.24,440211.2
Slovakia,Beverages,Offline,H,9/6/2010,538153111,9/13/2010,319,47.45,31.79,15136.55,10141.01,4995.54
Poland,Personal Care,Offline,C,7/26/2016,403605353,8/23/2016,4648,81.73,56.67,379881.04,263402.16,116478.88
Belarus,Meat,Offline,M,12/23/2012,928038585,1/8/2013,6095,421.89,364.69,2571419.55,2222785.55,348634
Monaco,Personal Care,Online,L,6/26/2017,432055222,8/4/2017,3596,81.73,56.67,293901.08,203785.32,90115.76
San Marino,Office Supplies,Online,M,12/9/2016,658107936,12/30/2016,7618,651.21,524.96,4960917.78,3999145.28,961772.5
Poland,Personal Care,Offline,L,3/24/2015,378013217,4/9/2015,1366,81.73,56.67,111643.18,77411.22,34231.96
Latvia,Vegetables,Online,H,1/8/2012,840314042,2/4/2012,6454,154.06,90.93,994303.24,586862.22,407441.02
Portugal,Fruits,Online,M,2/10/2015,313934171,3/1/2015,8952,9.33,6.92,83522.16,61947.84,21574.32
Poland,Cosmetics,Online,C,2/18/2015,896355044,4/8/2015,231,437.2,263.33,100993.2,60829.23,40163.97
Italy,Fruits,Offline,M,2/4/2014,858336770,3/24/2014,9779,9.33,6.92,91238.07,67670.68,23567.39
Sweden,Vegetables,Offline,C,1/13/2017,451245677,2/16/2017,2478,154.06,90.93,381760.68,225324.54,156436.14
Lithuania,Meat,Offline,M,11/16/2011,693385207,11/26/2011,6946,421.89,364.69,2930447.94,2533136.74,397311.2
Italy,Clothes,Online,M,7/4/2014,912508380,8/4/2014,362,109.28,35.84,39559.36,12974.08,26585.28
Serbia,Baby Food,Online,L,2/4/2012,801431024,3/11/2012,104,255.28,159.42,26549.12,16579.68,9969.44
Sweden,Household,Offline,H,5/27/2014,733268153,7/13/2014,9196,668.27,502.54,6145410.92,4621357.84,1524053.08
San Marino,Clothes,Offline,H,10/7/2012,409725081,10/8/2012,5611,109.28,35.84,613170.08,201098.24,412071.84
Georgia,Fruits,Offline,M,12/25/2013,683779895,2/1/2014,4521,9.33,6.92,42180.93,31285.32,10895.61
Ireland,Cosmetics,Offline,H,9/23/2012,994583976,10/1/2012,8355,437.2,263.33,3652806,2200122.15,1452683.85
Slovakia,Cosmetics,Online,L,6/28/2016,473777949,7/6/2016,278,437.2,263.33,121541.6,73205.74,48335.86
Ukraine,Vegetables,Online,H,2/25/2012,154977452,4/13/2012,127,154.06,90.93,19565.62,11548.11,8017.51
Belarus,Office Supplies,Online,C,3/19/2017,313105475,4/7/2017,3723,651.21,524.96,2424454.83,1954426.08,470028.75
Monaco,Beverages,Online,M,12/14/2010,201809251,12/17/2010,8697,47.45,31.79,412672.65,276477.63,136195.02
Vatican City,Baby Food,Offline,M,2/14/2017,259772002,3/29/2017,1163,255.28,159.42,296890.64,185405.46,111485.18
Finland,Personal Care,Offline,M,2/19/2013,363099277,4/5/2013,8000,81.73,56.67,653840,453360,200480
Poland,Office Supplies,Online,L,7/12/2012,120159375,8/18/2012,6684,651.21,524.96,4352687.64,3508832.64,843855
Cyprus,Meat,Online,L,10/22/2011,823264205,11/12/2011,1028,421.89,364.69,433702.92,374901.32,58801.6
Luxembourg,Cereal,Online,C,3/27/2012,260656917,4/29/2012,3029,205.7,117.11,623065.3,354726.19,268339.11
Poland,Fruits,Online,H,7/5/2011,251263177,7/9/2011,3213,9.33,6.92,29977.29,22233.96,7743.33
Georgia,Meat,Online,C,6/20/2013,307026088,8/3/2013,4697,421.89,364.69,1981617.33,1712948.93,268668.4
Slovenia,Household,Online,C,4/25/2012,815962159,5/13/2012,190,668.27,502.54,126971.3,95482.6,31488.7
Iceland,Beverages,Online,C,7/16/2017,303238379,7/19/2017,3830,47.45,31.79,181733.5,121755.7,59977.8
Monaco,Baby Food,Online,H,9/30/2014,744615828,10/22/2014,7226,255.28,159.42,1844653.28,1151968.92,692684.36
Liechtenstein,Clothes,Online,C,1/31/2014,788397204,3/19/2014,3108,109.28,35.84,339642.24,111390.72,228251.52
Norway,Vegetables,Online,L,10/30/2010,705666291,12/12/2010,1192,154.06,90.93,183639.52,108388.56,75250.96
Norway,Office Supplies,Online,L,11/22/2016,694984662,12/28/2016,260,651.21,524.96,169314.6,136489.6,32825
Estonia,Clothes,Offline,M,1/21/2011,295721328,3/3/2011,9367,109.28,35.84,1023625.76,335713.28,687912.48
Spain,Office Supplies,Online,M,6/18/2012,702813279,8/4/2012,6922,651.21,524.96,4507675.62,3633773.12,873902.5
Poland,Meat,Online,L,11/14/2010,619434344,12/29/2010,3243,421.89,364.69,1368189.27,1182689.67,185499.6
Serbia,Household,Offline,H,7/27/2014,978435361,8/26/2014,9621,668.27,502.54,6429425.67,4834937.34,1594488.33
Austria,Clothes,Online,L,7/11/2011,179435336,7/13/2011,7758,109.28,35.84,847794.24,278046.72,569747.52
San Marino,Snacks,Offline,L,8/7/2015,676203191,8/26/2015,2406,152.58,97.44,367107.48,234440.64,132666.84
Czech Republic,Household,Offline,H,3/16/2016,102424609,5/5/2016,8573,668.27,502.54,5729078.71,4308275.42,1420803.29
Poland,Meat,Offline,M,12/2/2010,449448812,12/25/2010,746,421.89,364.69,314729.94,272058.74,42671.2
Monaco,Snacks,Online,C,8/30/2011,686568534,9/24/2011,9741,152.58,97.44,1486281.78,949163.04,537118.74
Ireland,Baby Food,Online,L,3/19/2014,572916686,3/30/2014,7634,255.28,159.42,1948807.52,1217012.28,731795.24
Slovakia,Cosmetics,Offline,M,4/8/2014,350467145,4/15/2014,9871,437.2,263.33,4315601.2,2599330.43,1716270.77
Slovakia,Household,Online,C,5/24/2011,432345330,5/24/2011,9446,668.27,502.54,6312478.42,4746992.84,1565485.58
Norway,Vegetables,Online,M,11/28/2013,716404998,12/29/2013,9014,154.06,90.93,1388696.84,819643.02,569053.82
Romania,Beverages,Online,M,2/15/2014,311497437,3/16/2014,7869,47.45,31.79,373384.05,250155.51,123228.54
Netherlands,Vegetables,Offline,M,3/14/2017,910756576,4/4/2017,1965,154.06,90.93,302727.9,178677.45,124050.45
Ukraine,Office Supplies,Online,L,8/29/2014,724264514,10/2/2014,4819,651.21,524.96,3138180.99,2529782.24,608398.75
Russia,Cosmetics,Offline,L,4/7/2010,303564107,4/17/2010,220,437.2,263.33,96184,57932.6,38251.4
San Marino,Meat,Online,L,5/2/2013,901248681,5/31/2013,8367,421.89,364.69,3529953.63,3051361.23,478592.4
Cyprus,Household,Online,M,11/19/2014,437195193,12/5/2014,4628,668.27,502.54,3092753.56,2325755.12,766998.44
Belarus,Fruits,Offline,L,10/7/2011,863762128,11/11/2011,5263,9.33,6.92,49103.79,36419.96,12683.83
Austria,Baby Food,Offline,H,7/20/2010,184240996,7/28/2010,9860,255.28,159.42,2517060.8,1571881.2,945179.6
Belgium,Cosmetics,Offline,H,5/20/2010,727021396,6/27/2010,642,437.2,263.33,280682.4,169057.86,111624.54
Latvia,Baby Food,Online,L,7/24/2010,813340032,8/16/2010,4244,255.28,159.42,1083408.32,676578.48,406829.84
Cyprus,Fruits,Online,M,5/10/2012,561238563,6/4/2012,1817,9.33,6.92,16952.61,12573.64,4378.97
Andorra,Cereal,Offline,H,5/22/2016,618533122,6/7/2016,6551,205.7,117.11,1347540.7,767187.61,580353.09
Georgia,Fruits,Offline,M,9/16/2016,255545699,10/4/2016,506,9.33,6.92,4720.98,3501.52,1219.46
Vatican City,Fruits,Offline,H,4/19/2017,907414758,5/30/2017,3046,9.33,6.92,28419.18,21078.32,7340.86
San Marino,Personal Care,Offline,M,4/27/2010,708757054,5/19/2010,5817,81.73,56.67,475423.41,329649.39,145774.02
Finland,Cosmetics,Offline,L,7/30/2013,564864480,8/26/2013,4807,437.2,263.33,2101620.4,1265827.31,835793.09
Estonia,Snacks,Offline,L,5/15/2017,754550731,5/28/2017,7184,152.58,97.44,1096134.72,700008.96,396125.76
Estonia,Baby Food,Offline,M,8/16/2015,237913072,8/30/2015,2620,255.28,159.42,668833.6,417680.4,251153.2
Bulgaria,Clothes,Online,C,3/27/2014,118135488,5/3/2014,7771,109.28,35.84,849214.88,278512.64,570702.24
Kosovo,Meat,Offline,L,2/5/2011,959889495,2/22/2011,1487,421.89,364.69,627350.43,542294.03,85056.4
Sweden,Office Supplies,Offline,C,5/28/2016,538282716,6/14/2016,8672,651.21,524.96,5647293.12,4552453.12,1094840
Sweden,Meat,Online,C,9/22/2013,771853768,11/10/2013,7537,421.89,364.69,3179784.93,2748668.53,431116.4
Vatican City,Beverages,Online,H,7/21/2012,908147323,9/7/2012,9829,47.45,31.79,466386.05,312463.91,153922.14
Finland,Office Supplies,Online,C,10/23/2013,871393334,11/2/2013,3507,651.21,524.96,2283793.47,1841034.72,442758.75
