Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Mexico,Personal Care,Online,H,12/31/2012,984518182,1/21/2013,9663,81.73,56.67,789756.99,547602.21,242154.78
Canada,Fruits,Offline,L,6/27/2017,683356320,7/1/2017,9176,9.33,6.92,85612.08,63497.92,22114.16
Mexico,Household,Online,C,9/27/2013,629496276,10/17/2013,792,668.27,502.54,529269.84,398011.68,131258.16
United States of America,Vegetables,Online,C,8/14/2014,989339292,9/6/2014,6337,154.06,90.93,976278.22,576223.41,400054.81
Canada,Meat,Online,L,1/12/2016,549997746,2/17/2016,5410,421.89,364.69,2282424.9,1972972.9,309452
Mexico,Meat,Offline,M,8/26/2011,602184522,9/24/2011,8637,421.89,364.69,3643863.93,3149827.53,494036.4
Mexico,Vegetables,Offline,C,5/21/2015,145609891,5/29/2015,8057,154.06,90.93,1241261.42,732623.01,508638.41
United States of America,Meat,Offline,C,2/20/2017,424800813,3/3/2017,6855,421.89,364.69,2892055.95,2499949.95,392106
United States of America,Clothes,Offline,M,10/18/2015,902400958,10/25/2015,9352,109.28,35.84,1021986.56,335175.68,686810.88
Canada,Personal Care,Offline,L,6/11/2013,221539580,7/5/2013,7340,81.73,56.67,599898.2,415957.8,183940.4
Mexico,Household,Offline,H,2/13/2016,884347331,3/28/2016,6882,668.27,502.54,4599034.14,3458480.28,1140553.86
Greenland,Vegetables,Offline,C,7/12/2011,203994929,8/25/2011,5488,154.06,90.93,845481.28,499023.84,346457.44
United States of America,Personal Care,Online,H,10/10/2015,779484975,11/4/2015,5781,81.73,56.67,472481.13,327609.27,144871.86
Mexico,Meat,Online,H,4/22/2016,354477155,5/27/2016,6522,421.89,364.69,2751566.58,2378508.18,373058.4
Canada,Office Supplies,Online,L,5/4/2010,987884891,5/6/2010,5947,651.21,524.96,3872745.87,3121937.12,750808.75
Canada,Cereal,Online,L,3/19/2010,257631385,3/22/2010,7707,205.7,117.11,1585329.9,902566.77,682763.13
Greenland,Cosmetics,Offline,H,3/18/2015,310592353,4/27/2015,34,437.2,263.33,14864.8,8953.22,5911.58
Mexico,Cosmetics,Online,M,3/16/2011,396798121,5/4/2011,237,437.2,263.33,103616.4,62409.21,41207.19
Greenland,Fruits,Online,L,3/28/2016,995734965,5/17/2016,8959,9.33,6.92,83587.47,61996.28,21591.19
Mexico,Personal Care,Online,L,1/21/2011,950442111,2/13/2011,5796,81.73,56.67,473707.08,328459.32,145247.76
Canada,Beverages,Online,L,5/21/2010,639528596,7/2/2010,9578,47.45,31.79,454476.1,304484.62,149991.48
United States of America,Beverages,Offline,C,5/7/2015,431269013,5/23/2015,940,47.45,31.79,44603,29882.6,14720.4
Canada,Household,Offline,C,5/20/2010,199033486,6/28/2010,7286,668.27,502.54,4869015.22,3661506.44,1207508.78
Greenland,Vegetables,Offline,H,4/5/2017,952005946,4/8/2017,8570,154.06,90.93,1320294.2,779270.1,541024.1
Mexico,Snacks,Online,L,1/1/2010,470826232,2/16/2010,6800,152.58,97.44,1037544,662592,374952
Greenland,Cosmetics,Offline,C,10/18/2013,244694983,12/3/2013,9538,437.2,263.33,4170013.6,2511641.54,1658372.06
Canada,Meat,Offline,L,6/1/2015,775339353,7/19/2015,8999,421.89,364.69,3796588.11,3281845.31,514742.8
Mexico,Vegetables,Offline,M,11/19/2014,919213044,12/20/2014,4422,154.06,90.93,681253.32,402092.46,279160.86
Greenland,Cosmetics,Online,M,11/30/2014,233125007,1/2/2015,5725,437.2,263.33,2502970,1507564.25,995405.75
Canada,Personal Care,Online,L,6/29/2017,358534801,8/6/2017,7270,81.73,56.67,594177.1,411990.9,182186.2
Canada,Clothes,Online,M,4/13/2012,253023135,5/16/2012,4023,109.28,35.84,439633.44,144184.32,295449.12
United States of America,Vegetables,Offline,C,11/13/2014,646225106,12/6/2014,1224,154.06,90.93,188569.44,111298.32,77271.12
Canada,Cereal,Offline,C,9/20/2012,914293229,10/1/2012,8539,205.7,117.11,1756472.3,1000002.29,756470.01
Greenland,Fruits,Online,M,12/30/2012,631397855,2/7/2013,3511,9.33,6.92,32757.63,24296.12,8461.51
Canada,Cosmetics,Offline,M,9/14/2015,277628219,10/5/2015,5214,437.2,263.33,2279560.8,1373002.62,906558.18
Canada,Meat,Offline,H,1/12/2014,463849055,1/20/2014,2098,421.89,364.69,885125.22,765119.62,120005.6
Canada,Clothes,Offline,C,11/12/2016,642952382,11/17/2016,2753,109.28,35.84,300847.84,98667.52,202180.32
Canada,Clothes,Offline,L,4/9/2013,739642369,5/16/2013,5468,109.28,35.84,597543.04,195973.12,401569.92
Greenland,Cosmetics,Offline,M,11/4/2013,752651298,11/27/2013,5099,437.2,263.33,2229282.8,1342719.67,886563.13
Greenland,Cosmetics,Offline,C,11/1/2014,561328685,11/29/2014,8487,437.2,263.33,3710516.4,2234881.71,1475634.69
United States of America,Cosmetics,Offline,L,4/12/2010,406367814,5/7/2010,2121,437.2,263.33,927301.2,558522.93,368778.27
Mexico,Household,Offline,M,4/24/2014,796198356,5/25/2014,1642,668.27,502.54,1097299.34,825170.68,272128.66
Mexico,Fruits,Offline,M,4/26/2017,413511502,4/30/2017,6098,9.33,6.92,56894.34,42198.16,14696.18
Mexico,Meat,Offline,L,8/4/2014,666996133,9/5/2014,7833,421.89,364.69,3304664.37,2856616.77,448047.6
Mexico,Fruits,Online,L,10/6/2014,148893344,10/26/2014,9704,9.33,6.92,90538.32,67151.68,23386.64
Canada,Meat,Offline,L,2/7/2017,930471456,3/24/2017,6036,421.89,364.69,2546528.04,2201268.84,345259.2
Mexico,Meat,Online,H,11/28/2012,955980336,1/3/2013,4680,421.89,364.69,1974445.2,1706749.2,267696
Greenland,Household,Online,M,12/17/2014,697393929,12/17/2014,3216,668.27,502.54,2149156.32,1616168.64,532987.68
United States of America,Baby Food,Offline,M,8/4/2012,339779508,8/14/2012,7162,255.28,159.42,1828315.36,1141766.04,686549.32
Canada,Fruits,Online,C,5/13/2015,220074450,5/23/2015,3775,9.33,6.92,35220.75,26123,9097.75
Mexico,Cosmetics,Online,C,6/25/2017,263917624,7/15/2017,7945,437.2,263.33,3473554,2092156.85,1381397.15
Greenland,Office Supplies,Offline,M,6/15/2012,722295129,7/26/2012,2034,651.21,524.96,1324561.14,1067768.64,256792.5
Canada,Vegetables,Online,H,1/6/2015,903159701,1/9/2015,3881,154.06,90.93,597906.86,352899.33,245007.53
Greenland,Clothes,Online,L,12/27/2010,735387313,2/14/2011,6303,109.28,35.84,688791.84,225899.52,462892.32
Mexico,Vegetables,Online,H,5/6/2012,420769345,6/23/2012,3855,154.06,90.93,593901.3,350535.15,243366.15
United States of America,Snacks,Online,H,12/1/2011,378365123,12/13/2011,5503,152.58,97.44,839647.74,536212.32,303435.42
Canada,Personal Care,Offline,L,4/19/2012,700760638,5/21/2012,9500,81.73,56.67,776435,538365,238070
Greenland,Office Supplies,Offline,L,3/10/2010,178402793,4/11/2010,2206,651.21,524.96,1436569.26,1158061.76,278507.5
Canada,Beverages,Online,L,8/19/2010,886981475,9/7/2010,6384,47.45,31.79,302920.8,202947.36,99973.44
Mexico,Fruits,Offline,C,1/25/2015,757851779,3/15/2015,4037,9.33,6.92,37665.21,27936.04,9729.17
Mexico,Fruits,Online,M,6/1/2011,580410993,7/21/2011,5366,9.33,6.92,50064.78,37132.72,12932.06
Canada,Meat,Offline,H,9/15/2015,630748546,9/18/2015,1366,421.89,364.69,576301.74,498166.54,78135.2
United States of America,Office Supplies,Offline,C,7/9/2012,343161666,8/16/2012,8018,651.21,524.96,5221401.78,4209129.28,1012272.5
Canada,Household,Offline,H,12/13/2010,143677413,1/30/2011,6194,668.27,502.54,4139264.38,3112732.76,1026531.62
Mexico,Clothes,Online,L,6/16/2014,261564147,6/16/2014,1498,109.28,35.84,163701.44,53688.32,110013.12
Canada,Fruits,Online,M,3/14/2017,150005280,5/3/2017,8751,9.33,6.92,81646.83,60556.92,21089.91
Canada,Beverages,Offline,M,1/17/2010,866730153,2/22/2010,3568,47.45,31.79,169301.6,113426.72,55874.88
Greenland,Baby Food,Offline,C,2/25/2016,464004838,3/3/2016,8198,255.28,159.42,2092785.44,1306925.16,785860.28
Canada,Office Supplies,Online,H,10/19/2012,914532268,11/19/2012,9276,651.21,524.96,6040623.96,4869528.96,1171095
Canada,Vegetables,Online,L,1/15/2011,128527867,2/7/2011,3107,154.06,90.93,478664.42,282519.51,196144.91
Greenland,Household,Offline,H,4/7/2010,266016614,4/30/2010,9082,668.27,502.54,6069228.14,4564068.28,1505159.86
United States of America,Snacks,Online,M,4/16/2012,127628791,5/10/2012,7050,152.58,97.44,1075689,686952,388737
United States of America,Snacks,Offline,L,7/17/2011,344346129,9/1/2011,8527,152.58,97.44,1301049.66,830870.88,470178.78
United States of America,Cereal,Offline,C,3/15/2017,877302348,4/16/2017,2115,205.7,117.11,435055.5,247687.65,187367.85
Canada,Household,Online,L,6/2/2015,600589787,6/7/2015,6719,668.27,502.54,4490106.13,3376566.26,1113539.87
Mexico,Vegetables,Online,M,11/16/2012,388948047,11/17/2012,7225,154.06,90.93,1113083.5,656969.25,456114.25
Canada,Cereal,Online,H,2/15/2012,449925601,3/12/2012,1839,205.7,117.11,378282.3,215365.29,162917.01
Mexico,Cosmetics,Online,H,4/6/2014,109871280,4/18/2014,2208,437.2,263.33,965337.6,581432.64,383904.96
Canada,Snacks,Online,L,8/26/2015,709738099,8/31/2015,6130,152.58,97.44,935315.4,597307.2,338008.2
Canada,Meat,Online,L,7/24/2017,548911988,9/8/2017,4110,421.89,364.69,1733967.9,1498875.9,235092
Canada,Snacks,Online,C,7/13/2015,839418399,8/26/2015,1413,152.58,97.44,215595.54,137682.72,77912.82
Canada,Beverages,Offline,L,8/12/2010,898748862,8/28/2010,8615,47.45,31.79,408781.75,273870.85,134910.9
Mexico,Beverages,Online,M,7/21/2011,985842978,8/22/2011,1700,47.45,31.79,80665,54043,26622
Greenland,Cosmetics,Offline,L,10/7/2015,489061820,11/23/2015,3115,437.2,263.33,1361878,820272.95,541605.05
Mexico,Household,Offline,M,10/29/2010,381788909,11/24/2010,8677,668.27,502.54,5798578.79,4360539.58,1438039.21
Greenland,Personal Care,Online,M,1/30/2015,939843738,3/8/2015,9502,81.73,56.67,776598.46,538478.34,238120.12
Greenland,Office Supplies,Offline,C,12/10/2013,237930667,1/18/2014,7827,651.21,524.96,5097020.67,4108861.92,988158.75
Mexico,Meat,Offline,M,2/7/2016,392922437,3/12/2016,3335,421.89,364.69,1407003.15,1216241.15,190762
Greenland,Clothes,Offline,H,6/7/2015,982008922,6/9/2015,7117,109.28,35.84,777745.76,255073.28,522672.48
Mexico,Vegetables,Online,L,4/24/2010,358155429,5/8/2010,5005,154.06,90.93,771070.3,455104.65,315965.65
Mexico,Meat,Offline,C,1/30/2012,688276135,2/23/2012,5058,421.89,364.69,2133919.62,1844602.02,289317.6
Canada,Snacks,Online,L,2/29/2012,295328652,2/29/2012,3166,152.58,97.44,483068.28,308495.04,174573.24
Mexico,Meat,Online,L,9/7/2010,610611379,10/10/2010,2331,421.89,364.69,983425.59,850092.39,133333.2
United States of America,Clothes,Offline,L,4/1/2014,915254104,5/16/2014,2883,109.28,35.84,315054.24,103326.72,211727.52
United States of America,Fruits,Online,M,3/1/2013,724918544,3/24/2013,8361,9.33,6.92,78008.13,57858.12,20150.01
Mexico,Snacks,Offline,C,7/4/2011,565261447,7/28/2011,2278,152.58,97.44,347577.24,221968.32,125608.92
Mexico,Office Supplies,Online,H,4/6/2013,494953238,5/20/2013,6517,651.21,524.96,4243935.57,3421164.32,822771.25
Mexico,Personal Care,Online,L,5/15/2016,850666081,5/30/2016,9852,81.73,56.67,805203.96,558312.84,246891.12
Greenland,Personal Care,Online,H,2/11/2016,134419286,3/1/2016,6509,81.73,56.67,531980.57,368865.03,163115.54
Greenland,Fruits,Online,M,5/18/2016,941662061,6/22/2016,7584,9.33,6.92,70758.72,52481.28,18277.44
Canada,Cereal,Offline,M,3/4/2010,871733224,3/31/2010,4088,205.7,117.11,840901.6,478745.68,362155.92
Canada,Vegetables,Online,M,5/23/2015,652423369,6/6/2015,5428,154.06,90.93,836237.68,493568.04,342669.64
Mexico,Fruits,Offline,L,12/8/2013,103247296,12/17/2013,2024,9.33,6.92,18883.92,14006.08,4877.84
Greenland,Cereal,Offline,C,11/10/2016,267201077,12/11/2016,9591,205.7,117.11,1972868.7,1123202.01,849666.69
Mexico,Vegetables,Online,L,2/26/2010,139240396,3/20/2010,3182,154.06,90.93,490218.92,289339.26,200879.66
Canada,Baby Food,Offline,C,1/17/2016,359859597,3/6/2016,9307,255.28,159.42,2375890.96,1483721.94,892169.02
United States of America,Meat,Online,H,12/18/2014,809446322,1/25/2015,2009,421.89,364.69,847577.01,732662.21,114914.8
Greenland,Fruits,Online,H,8/11/2013,183998095,9/7/2013,7980,9.33,6.92,74453.4,55221.6,19231.8
Mexico,Office Supplies,Online,M,8/23/2010,412088000,9/19/2010,4852,651.21,524.96,3159670.92,2547105.92,612565
Greenland,Snacks,Offline,L,4/17/2013,665177810,5/22/2013,9750,152.58,97.44,1487655,950040,537615
Canada,Meat,Online,M,3/1/2015,218453538,4/18/2015,4111,421.89,364.69,1734389.79,1499240.59,235149.2
Greenland,Baby Food,Online,M,3/24/2015,758329856,5/2/2015,5511,255.28,159.42,1406848.08,878563.62,528284.46
Mexico,Household,Offline,M,5/16/2011,116142070,6/17/2011,7874,668.27,502.54,5261957.98,3956999.96,1304958.02
United States of America,Clothes,Online,H,4/15/2013,245739114,4/15/2013,8519,109.28,35.84,930956.32,305320.96,625635.36
Canada,Personal Care,Online,L,9/17/2010,427715623,10/30/2010,9412,81.73,56.67,769242.76,533378.04,235864.72
Canada,Meat,Offline,C,12/20/2011,559453284,2/7/2012,3514,421.89,364.69,1482521.46,1281520.66,201000.8
United States of America,Office Supplies,Offline,C,6/7/2011,874455344,7/3/2011,9624,651.21,524.96,6267245.04,5052215.04,1215030
Greenland,Beverages,Online,H,6/8/2016,184730660,7/11/2016,4762,47.45,31.79,225956.9,151383.98,74572.92
United States of America,Fruits,Offline,M,2/3/2017,991594064,2/28/2017,3574,9.33,6.92,33345.42,24732.08,8613.34
Mexico,Cereal,Offline,L,2/20/2011,578551042,3/9/2011,4965,205.7,117.11,1021300.5,581451.15,439849.35
Greenland,Snacks,Offline,M,3/4/2015,793632018,4/4/2015,2205,152.58,97.44,336438.9,214855.2,121583.7
United States of America,Fruits,Online,C,11/26/2016,403027284,12/29/2016,3584,9.33,6.92,33438.72,24801.28,8637.44
Canada,Baby Food,Online,M,7/20/2011,961165368,8/4/2011,9046,255.28,159.42,2309262.88,1442113.32,867149.56
United States of America,Meat,Offline,H,6/2/2011,120906102,6/4/2011,7657,421.89,364.69,3230411.73,2792431.33,437980.4
Mexico,Cosmetics,Offline,H,7/9/2017,549815785,8/26/2017,1564,437.2,263.33,683780.8,411848.12,271932.68
Canada,Beverages,Online,H,8/29/2016,506648099,9/10/2016,7286,47.45,31.79,345720.7,231621.94,114098.76
United States of America,Baby Food,Offline,H,4/28/2012,694661080,5/5/2012,4505,255.28,159.42,1150036.4,718187.1,431849.3
Mexico,Cosmetics,Online,L,5/26/2015,986533915,5/28/2015,6163,437.2,263.33,2694463.6,1622902.79,1071560.81
Greenland,Office Supplies,Offline,H,5/8/2014,926356732,5/18/2014,8398,651.21,524.96,5468861.58,4408614.08,1060247.5
Mexico,Office Supplies,Online,M,5/8/2016,949808251,6/10/2016,8223,651.21,524.96,5354899.83,4316746.08,1038153.75
Greenland,Vegetables,Offline,C,2/11/2010,138097560,4/2/2010,4992,154.06,90.93,769067.52,453922.56,315144.96
United States of America,Cosmetics,Online,H,8/30/2016,377632558,9/4/2016,8721,437.2,263.33,3812821.2,2296500.93,1516320.27
Mexico,Household,Offline,M,2/24/2014,639980494,4/8/2014,3305,668.27,502.54,2208632.35,1660894.7,547737.65
Greenland,Meat,Online,C,7/7/2016,403406655,7/12/2016,5849,421.89,364.69,2467634.61,2133071.81,334562.8
Mexico,Fruits,Offline,M,8/17/2011,851398646,9/8/2011,6634,9.33,6.92,61895.22,45907.28,15987.94
Mexico,Meat,Online,H,7/8/2015,372671115,7/8/2015,519,421.89,364.69,218960.91,189274.11,29686.8
Canada,Meat,Online,L,8/26/2012,239733541,10/5/2012,1337,421.89,364.69,564066.93,487590.53,76476.4
Mexico,Baby Food,Online,H,9/23/2016,655384528,10/27/2016,1701,255.28,159.42,434231.28,271173.42,163057.86
Mexico,Vegetables,Offline,L,6/4/2012,992565667,6/6/2012,1093,154.06,90.93,168387.58,99386.49,69001.09
Canada,Office Supplies,Online,H,7/11/2014,233504378,7/16/2014,7989,651.21,524.96,5202516.69,4193905.44,1008611.25
Greenland,Clothes,Offline,L,6/3/2015,537892615,6/3/2015,3233,109.28,35.84,353302.24,115870.72,237431.52
Canada,Baby Food,Online,M,5/23/2012,182418811,7/12/2012,635,255.28,159.42,162102.8,101231.7,60871.1
Mexico,Fruits,Online,C,12/29/2013,377378070,2/6/2014,3412,9.33,6.92,31833.96,23611.04,8222.92
Mexico,Household,Offline,H,1/4/2015,527408397,2/2/2015,720,668.27,502.54,481154.4,361828.8,119325.6
Greenland,Snacks,Offline,L,5/14/2013,705483043,5/31/2013,6965,152.58,97.44,1062719.7,678669.6,384050.1
United States of America,Meat,Offline,M,6/8/2014,163325774,7/13/2014,581,421.89,364.69,245118.09,211884.89,33233.2
United States of America,Cosmetics,Offline,M,12/6/2016,922750985,12/14/2016,1377,437.2,263.33,602024.4,362605.41,239418.99
Mexico,Cosmetics,Offline,C,3/19/2012,193708121,3/25/2012,1393,437.2,263.33,609019.6,366818.69,242200.91
United States of America,Baby Food,Online,L,7/27/2014,128262650,8/9/2014,4623,255.28,159.42,1180159.44,736998.66,443160.78
Mexico,Cereal,Offline,H,6/23/2010,295936334,6/23/2010,2992,205.7,117.11,615454.4,350393.12,265061.28
Greenland,Household,Offline,H,7/30/2012,417865264,8/9/2012,4472,668.27,502.54,2988503.44,2247358.88,741144.56
United States of America,Personal Care,Offline,H,10/29/2016,184351289,11/8/2016,2498,81.73,56.67,204161.54,141561.66,62599.88
United States of America,Clothes,Online,M,3/21/2012,987323558,5/2/2012,9836,109.28,35.84,1074878.08,352522.24,722355.84
Canada,Fruits,Offline,M,5/27/2014,450559461,6/11/2014,9412,9.33,6.92,87813.96,65131.04,22682.92
Canada,Household,Online,C,5/30/2012,939589250,6/20/2012,4194,668.27,502.54,2802724.38,2107652.76,695071.62
Greenland,Meat,Online,H,8/2/2010,950582444,8/28/2010,7324,421.89,364.69,3089922.36,2670989.56,418932.8
Canada,Fruits,Offline,H,11/23/2016,441046845,12/13/2016,4417,9.33,6.92,41210.61,30565.64,10644.97
Mexico,Vegetables,Offline,C,6/27/2013,619490134,8/5/2013,9752,154.06,90.93,1502393.12,886749.36,615643.76
Greenland,Beverages,Offline,L,9/24/2012,855217254,9/29/2012,6645,47.45,31.79,315305.25,211244.55,104060.7
Greenland,Clothes,Online,M,1/20/2011,641009175,1/21/2011,7714,109.28,35.84,842985.92,276469.76,566516.16
Canada,Clothes,Offline,C,7/23/2013,372993409,9/3/2013,5893,109.28,35.84,643987.04,211205.12,432781.92
Greenland,Personal Care,Online,M,9/15/2013,259844529,10/5/2013,2625,81.73,56.67,214541.25,148758.75,65782.5
United States of America,Cereal,Offline,H,8/3/2011,677552878,9/4/2011,1808,205.7,117.11,371905.6,211734.88,160170.72
Mexico,Baby Food,Online,H,1/28/2012,422530591,2/10/2012,5046,255.28,159.42,1288142.88,804433.32,483709.56
United States of America,Meat,Online,C,1/28/2010,995313966,3/10/2010,4375,421.89,364.69,1845768.75,1595518.75,250250
Mexico,Cereal,Online,L,3/31/2013,375658452,4/9/2013,4539,205.7,117.11,933672.3,531562.29,402110.01
Mexico,Personal Care,Offline,C,12/20/2014,328885018,1/11/2015,3240,81.73,56.67,264805.2,183610.8,81194.4
Greenland,Meat,Online,M,7/4/2017,212084043,7/14/2017,9236,421.89,364.69,3896576.04,3368276.84,528299.2
United States of America,Cereal,Online,H,8/12/2013,296050488,8/26/2013,6773,205.7,117.11,1393206.1,793186.03,600020.07
United States of America,Office Supplies,Online,H,8/28/2014,287862670,9/27/2014,3816,651.21,524.96,2485017.36,2003247.36,481770
Greenland,Beverages,Offline,C,6/21/2017,279306209,7/6/2017,1769,47.45,31.79,83939.05,56236.51,27702.54
Greenland,Office Supplies,Online,M,4/12/2012,515147483,5/28/2012,2443,651.21,524.96,1590906.03,1282477.28,308428.75
Greenland,Personal Care,Offline,L,8/12/2010,482931363,9/11/2010,8977,81.73,56.67,733690.21,508726.59,224963.62
United States of America,Meat,Offline,C,3/8/2015,624550282,3/19/2015,7162,421.89,364.69,3021576.18,2611909.78,409666.4
Mexico,Cereal,Online,H,12/15/2011,180080783,1/10/2012,8760,205.7,117.11,1801932,1025883.6,776048.4
Greenland,Cosmetics,Offline,H,2/3/2017,748479497,2/9/2017,571,437.2,263.33,249641.2,150361.43,99279.77
Greenland,Cosmetics,Offline,C,11/16/2016,255433690,12/20/2016,7360,437.2,263.33,3217792,1938108.8,1279683.2
United States of America,Office Supplies,Online,C,5/11/2010,493981635,5/27/2010,8998,651.21,524.96,5859587.58,4723590.08,1135997.5
United States of America,Snacks,Offline,M,6/2/2017,867155873,7/20/2017,9548,152.58,97.44,1456833.84,930357.12,526476.72
Mexico,Vegetables,Offline,L,8/1/2011,871312224,8/19/2011,9505,154.06,90.93,1464340.3,864289.65,600050.65
Mexico,Clothes,Online,C,12/23/2015,431606757,12/26/2015,886,109.28,35.84,96822.08,31754.24,65067.84
Greenland,Clothes,Online,M,3/14/2013,414581811,5/3/2013,2826,109.28,35.84,308825.28,101283.84,207541.44
Canada,Snacks,Offline,H,12/13/2013,110489690,12/18/2013,5209,152.58,97.44,794789.22,507564.96,287224.26
Greenland,Baby Food,Offline,H,2/23/2013,803004300,3/18/2013,5672,255.28,159.42,1447948.16,904230.24,543717.92
United States of America,Personal Care,Online,H,12/1/2011,553114688,12/5/2011,7782,81.73,56.67,636022.86,441005.94,195016.92
Canada,Snacks,Online,M,11/16/2015,746900212,12/15/2015,3225,152.58,97.44,492070.5,314244,177826.5
Mexico,Beverages,Online,L,6/16/2017,228376424,6/24/2017,514,47.45,31.79,24389.3,16340.06,8049.24
Canada,Baby Food,Online,M,6/18/2017,647815120,7/31/2017,1745,255.28,159.42,445463.6,278187.9,167275.7
Canada,Baby Food,Online,H,11/21/2015,425699889,12/1/2015,2912,255.28,159.42,743375.36,464231.04,279144.32
Canada,Fruits,Offline,L,9/12/2011,276459205,9/21/2011,9277,9.33,6.92,86554.41,64196.84,22357.57
United States of America,Cosmetics,Offline,M,5/30/2014,499914681,7/18/2014,4718,437.2,263.33,2062709.6,1242390.94,820318.66
United States of America,Clothes,Offline,H,4/29/2017,616559875,5/10/2017,2623,109.28,35.84,286641.44,94008.32,192633.12
Canada,Household,Online,L,11/14/2014,866236627,1/3/2015,7522,668.27,502.54,5026726.94,3780105.88,1246621.06
Mexico,Cereal,Offline,H,12/22/2012,508481872,12/28/2012,9940,205.7,117.11,2044658,1164073.4,880584.6
United States of America,Snacks,Online,H,9/22/2015,489965617,11/10/2015,569,152.58,97.44,86818.02,55443.36,31374.66
Mexico,Clothes,Online,M,1/13/2010,312608087,2/3/2010,6535,109.28,35.84,714144.8,234214.4,479930.4
Canada,Cereal,Offline,M,10/21/2014,191676938,11/18/2014,320,205.7,117.11,65824,37475.2,28348.8
Greenland,Snacks,Online,L,5/24/2011,239058053,6/8/2011,1445,152.58,97.44,220478.1,140800.8,79677.3
Mexico,Personal Care,Online,H,7/31/2013,782711350,8/3/2013,537,81.73,56.67,43889.01,30431.79,13457.22
Greenland,Baby Food,Offline,H,7/13/2013,381139600,8/23/2013,6532,255.28,159.42,1667488.96,1041331.44,626157.52
Mexico,Household,Online,C,6/24/2014,559229695,7/19/2014,7349,668.27,502.54,4911116.23,3693166.46,1217949.77
United States of America,Cosmetics,Online,H,6/17/2014,329929149,7/15/2014,2222,437.2,263.33,971458.4,585119.26,386339.14
United States of America,Meat,Offline,C,8/5/2012,296092116,9/24/2012,9092,421.89,364.69,3835823.88,3315761.48,520062.4
Canada,Office Supplies,Offline,C,10/27/2015,651140201,12/6/2015,5710,651.21,524.96,3718409.1,2997521.6,720887.5
Greenland,Cereal,Offline,H,5/3/2017,183307158,5/8/2017,3517,205.7,117.11,723446.9,411875.87,311571.03
Canada,Baby Food,Online,M,2/4/2012,695518529,2/25/2012,8244,255.28,159.42,2104528.32,1314258.48,790269.84
Greenland,Beverages,Online,L,3/2/2011,792463004,3/21/2011,6268,47.45,31.79,297416.6,199259.72,98156.88
Mexico,Personal Care,Online,H,9/13/2016,991973435,11/1/2016,5838,81.73,56.67,477139.74,330839.46,146300.28
Greenland,Office Supplies,Online,C,4/6/2015,865857255,5/2/2015,5258,651.21,524.96,3424062.18,2760239.68,663822.5
United States of America,Office Supplies,Offline,M,7/26/2016,258098733,7/27/2016,6005,651.21,524.96,3910516.05,3152384.8,758131.25
Greenland,Meat,Online,H,6/7/2011,171835887,6/17/2011,8912,421.89,364.69,3759883.68,3250117.28,509766.4
Mexico,Clothes,Offline,M,7/23/2014,143651235,7/31/2014,8447,109.28,35.84,923088.16,302740.48,620347.68
Mexico,Baby Food,Offline,H,4/21/2011,428957164,5/23/2011,6812,255.28,159.42,1738967.36,1085969.04,652998.32
Mexico,Clothes,Offline,M,12/19/2015,887490451,12/21/2015,7001,109.28,35.84,765069.28,250915.84,514153.44
Greenland,Vegetables,Offline,C,7/18/2010,839433848,8/28/2010,5985,154.06,90.93,922049.1,544216.05,377833.05
Canada,Fruits,Offline,L,1/9/2015,534650790,2/4/2015,3905,9.33,6.92,36433.65,27022.6,9411.05
Mexico,Clothes,Offline,L,2/6/2013,469797551,3/15/2013,2390,109.28,35.84,261179.2,85657.6,175521.6
Mexico,Household,Online,C,4/2/2010,215086829,4/18/2010,7827,668.27,502.54,5230549.29,3933380.58,1297168.71
United States of America,Office Supplies,Offline,C,12/23/2015,915789258,1/9/2016,1247,651.21,524.96,812058.87,654625.12,157433.75
Greenland,Meat,Online,C,2/5/2017,423657977,3/17/2017,8665,421.89,364.69,3655676.85,3160038.85,495638
Mexico,Household,Offline,H,12/21/2013,210774695,2/6/2014,1771,668.27,502.54,1183506.17,889998.34,293507.83
Greenland,Meat,Offline,M,4/26/2017,238761937,5/9/2017,3818,421.89,364.69,1610776.02,1392386.42,218389.6
Greenland,Baby Food,Online,M,10/3/2010,979359328,11/3/2010,3044,255.28,159.42,777072.32,485274.48,291797.84
Greenland,Personal Care,Online,M,10/29/2011,721957385,11/1/2011,2089,81.73,56.67,170733.97,118383.63,52350.34
United States of America,Fruits,Offline,M,2/24/2010,904557025,4/7/2010,7380,9.33,6.92,68855.4,51069.6,17785.8
Mexico,Baby Food,Offline,L,10/26/2010,290792930,11/1/2010,945,255.28,159.42,241239.6,150651.9,90587.7
United States of America,Personal Care,Offline,C,1/11/2011,233337867,1/24/2011,8715,81.73,56.67,712276.95,493879.05,218397.9
Canada,Meat,Offline,H,1/3/2011,592557752,1/23/2011,9862,421.89,364.69,4160679.18,3596572.78,564106.4
United States of America,Snacks,Online,L,11/10/2012,972272717,12/13/2012,5958,152.58,97.44,909071.64,580547.52,328524.12
United States of America,Clothes,Offline,M,5/19/2013,583709895,5/25/2013,1584,109.28,35.84,173099.52,56770.56,116328.96
United States of America,Office Supplies,Online,L,2/11/2013,807529294,3/6/2013,4718,651.21,524.96,3072408.78,2476761.28,595647.5
